track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,Lyrics
Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074,672,199,"3,421",20,,171,C#,Major,50,38,80,0,0,9,7,"Yeah

I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm going through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby

I look around and
Sin City's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
Hey, hey, hey

I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh

The city's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust

I'm just calling back to let you know (Back to let you know)
I could never say it on the phone (Say it on the phone)
Will never let you go this time (Ooh)

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
Hey, hey, hey
Hey, hey, hey

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch"
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385,67,79,57,1,615,137,G,Minor,64,88,72,51,0,17,5,"I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss
Looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss
Looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight

Forget the small talk
The surface level ain't much that I care for
Putting on my lipgloss
I saw you stare from my peripheral
Yeah, baby, it's been a hell of a day
But I know a place we can escape

Find out how it feels to let go of everything
Be free
When you're here with me

I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss
Looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo
Kiss, kiss
Looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight

There's nothing like peace of mind
And you take the time to make sure that I'm okay
I know I can put stress on your brain
You still love me, put no one above me
You always go out of your way
To show me that I'm your priority

Find out how it feels to let go of everything
Be free
When you're here with me

I just wanna get high with my lover
Veo una muñeca cuando miro en el espejo (I just wanna get high with my lover)
Kiss, kiss
Looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight
I just wanna get high with my lover (Get high)
Veo una muñeca cuando miro en el espejo (High with my lover)
Kiss, kiss
Looking dolly, I think I may go out tonight
I just wanna ride, get high in the moonlight

Get high with you
Get higher and higher with you
Let's go to the moon
And leave behind all that
How does it feel, here by my side getting higher and higher?
Under the moonlight's glow
There's nowhere we won't go
Together go higher and higher
(No-no-nowhere we won't go)"
La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358,139,111,161,15,210,125,G,Minor,84,85,68,58,0,22,4,"Te bloqueé de Insta
Pero por otra cuenta veo tus historias
Tu número lo borré
No sé pa' qué, si me lo sé de memoria

Me hiciste daño
Y así te extraño
Y aunque sé que un día te voy a olvidar
Aún no lo hago
Es complicado
To' lo que hicimos me gusta recordar

Ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide
Porque ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide, eh

Que me cuide de otra que se parezca a ti
No quiero caer como hice por ti
Ojalá te enamores
Te hagan lo mismo que me hiciste a mí
Tú me enseñaste a no amar a cualquiera
Y también cómo no quiero que me quieran

No
Éramos tres en una relación de dos
No te perdono, pídele perdón a Dios
Dije que te olvidé y la verdad es que yo
Yo

Ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide
Porque ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide, eh

(Manuel Turizo)"
S91,Karol G,1,2023,7,14,525,41,16011326,34,115,39,6,216,128,,Minor,86,42,72,59,0,9,19,"Hice
Un flow nuevo pa' que analice
Parto cada país que pise
Desde que el avión aterrice
Tengo los míos felices
Eso es lo que siempre quise
Ya no tengo gente que me envidia
Yo lo que tengo es aprendices

Quieren ser como yo, ya los vi
Pero el flow no está a la venta
Yo lo siento, pero el flow no está a la venta, no-o-o
No se vende ni se presta
Desde lejos se les ve que quieren ser como yo, ya los vi
Pero el flow no está a la venta
Yo lo siento, pero el flow no está a la venta, no-o-o
No se vende ni se presta

La G está rompiendo en lo que se espera
Y yo sé que a muchos les desespera
De to' los estilos, toa' la' manera'
Parezco Gokū con las siete esferas
La paisa llevando la delantera
Dejándola alta, como quiera
Tengo manes peleándose por mí, sí
También las disqueras

Y si les duele que la esté rompiendo como se supone, pues mala mía
Puedo vivir como cuatro vidas sin trabajar solo con mis regalía'
Tengo gente que no me creía queriendo trabajar en mi compañía
Y mujeres que me dicen que, por mí, de bando sin miedo se cambiarían

La Bichota, la dura, la tipa
Rompe el show cantando hasta con gripa
Llego a España y me dicen ""Tía, tú te manda' un flow de la hostia que flipa""

Siete cero' hace rato pasé
Mi fandom y yo somos inseparables
Me siento increíble, me siento imparable

Quieren ser como yo, ya los vi
Pero el flow no está a la venta
Yo lo siento, pero el flow no está a la venta, no-o-o
No se vende ni se presta
Desde lejos se les ve que quieren ser como yo, ya los vi
Pero el flow no está a la venta
Yo lo siento, pero el flow no está a la venta, no-o-o
No se vende ni se presta

No tengas miedo a los peligros nocturnos
Ni a las plagas que llegan con la oscuridad
Pues mil caerán a tu derecha
Y diez mil a tu izquierda
Pero a ti nada te pasará
O-O-Ovy On the Drums"
cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557,106,112,142,4,215,130,,Minor,61,53,58,55,0,27,4,"Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing

But I knew you
Dancing in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby, kiss it better, I

And when I felt like I was an old cardigan under someone's bed
You put me on and said I was your favorite
A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothing

But I knew you
Playing hide-and-seek and
Giving me your weekends
I, I knew you
Your heartbeat on the High Line
Once in twenty lifetimes, I

And when I felt like I was an old cardigan under someone's bed
You put me on and said I was your favorite

To kiss in cars and downtown bars
Was all we needed
You drew stars around my scars
But now I'm bleeding

'Cause I knew you
Stepping on the last train
Marked me like a bloodstain, I
I knew you
Tried to change the ending
Peter losing Wendy
I, I knew you
Leaving like a father
Running like water, I
And when you are young, they assume you know nothing

But I knew you'd linger like a tattoo kiss
I knew you'd haunt all of my what-ifs
The smell of smoke would hang around this long
'Cause I knew everything when I was young
I knew I'd curse you for the longest time
Chasing shadows in the grocery line
I knew you'd miss me once the thrill expired
And you'd be standing in my front porch light
And I knew you'd come back to me
You'd come back to me
And you'd come back to me
And you'd come back

And when I felt like I was an old cardigan under someone's bed
You put me on and said I was your favorite"
Ta OK,Karol G,2,2023,5,4,731,15,111947664,27,17,73,4,167,130,B,Major,86,59,96,50,1,9,5,
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624,154,84,102,14,37,133,F,Major,70,86,81,25,0,25,5,"[PinkPantheress:]
Take a look inside your heart, is there any room for me?
I won't have to hold my breath 'til you get down on one knee
Because you only want to hold me when I'm looking good enough
Did you ever feel me? Would you ever picture us?
Every time I pull my hair, well, it's only out of fear
That you'll find me ugly and one day you'll disappear because

What's the point of crying? It was never even love
Did you ever want me? Was I ever good enough?

The boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy
The boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy

Good enough, good enough
Good enough, good enough
Good enough, good enough
Good enough, good enough

[Ice Spice:]
He say that I'm good enough, grabbin' my duh-duh-duh
Thinkin' 'bout shit that I shouldn't've (Huh)
So I tell him there's one of me, he makin' fun of me (Ha-ha)
His girl is a bum to me, like that boy is a cap
Sayin' he home, but I know where he at, like
Bet he blowin' her back
Thinkin' 'bout me 'cause he know that ass fat (Damn)
And it been what it been (Uh, huh)
Calling his phone like ""Yo, send me a pin""
Duckin' my shit, 'cause he know what I'm on
But when he hit me I'm not gon' respond
But I don't sleep enough without you
And I can't eat enough without you
If you don't speak, does that mean we're through?
Don't like sneaky shit that you do (Grr)

[PinkPantheress:]
The boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy
The boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy

Good enough, good enough
Good enough, good enough
Good enough, good enough
Good enough, good enough"
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,38,0,4,0,0,101,D,Major,88,72,59,62,0,9,3,"Memories follow me left and right
I can feel you over here, I can feel you over here
You take up every corner of my mind
(Whatcha gon' do now?)

Ever since the da-day y-you went away
(No, I don't know how)
How to erase your body from out my brain
(Whatcha gon' do now?)
Maybe I should just focus on me instead
(But all I think about)
Are the nights we were tangled up in your bed

Oh no (Oh no)
Oh no (Oh no)
You're going 'round in circles, got you stuck up in my head (Yeah)

Memories follow me left and right
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
Your love stays with me day and night
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)

Ever since the da-day y-you went away
(Someone tell me how)
How much more do I gotta drink for the pain
(Whatcha gon' do now?)
You did things to me that I just can't forget
(Now all I think about)
Are the nights we were tangled up in your bed

Oh no (Oh no)
Oh no (Oh no)
You're going 'round in circles, got ya stuck up in my head (Yeah)

Memories follow me left and right
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
Your love stays with me day and night
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)

Did ya know you're the one that got away
And even now, baby, I'm still not okay?
Did ya know that my dreams, they're all the same
Everytime I close my eyes?

Memories follow me left and right
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)
Your love stays with me day and night
(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)

(I can feel you over here, I can feel you over here)
(You take up every corner of my mind)
(Whatcha gon' do now?)"
BESO,"Rauw Alejandro, ROSALIA",2,2023,3,24,4053,50,357925728,82,121,182,12,171,95,F,Minor,77,53,64,74,0,17,14,
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710,63,79,89,11,16,98,C#,Minor,90,40,59,0,0,10,29,"Dime, ¿qué carajo fue lo que me hiciste?
Son las 6 a. m. y quiero dormirme ya
Pero no he podido desde que te fuiste
¿Qué tú me hiciste?

Hey, ma, ¿cómo te saco de aquí?
Llego a la disco y solo pienso en ti
Lo que hicimo' yo lo quiero olvidar
Con otra, pero no sabe igual (No)
¿Pa' qué te voy a mentir? (Te voy a mentir)
Ando con culo', pero pienso en ti
Lo que hicimo' no lo quiero olvidar, lo quiero repetir, baby

Estás perdida, ¿qué vas a hacer hoy?
Te vi puesta pa'l gym o para el vacilón
Baby, tú eras real, las otras plástico
Pusiste a esta liendre a hablar romántico (Uy)
Te pienso todo' los día'
Uno no cambia un Mercede' por un Kia
Sé que cagué la relación, mala mía
Baby, no sé pa' qué peleamo', si podemo' estar haciendo groserías
Condado, vista al mar amanecimos ese día
Nos fuimo' 'e Fifty Eight pa' la playa
Pero nunca pensé que iba a ser el último día
Baby, ¿dónde estás? Que yo paso por ti
Ando activo con los títeres en las motoras, a ver si te veo por ahí

Hey, ma, ¿cómo te saco de aquí? (¿Cómo te saco de aquí?)
Si llego a la disco y pienso en ti
Lo que hicimo' lo he querido borrar
Con otra chimba, pero no sabe igual (No)
¿Pa' qué te voy a mentir? (Te voy a mentir)
Si no hay trago' solo pienso en ti
Lo que hicimo' no lo quiero olvidar, lo quiero repetir (Suena), baby

Un culo como el tuyo, cualquiera peca (Cualquiera peca)
Tú solo dime cuándo quiere' que te meta
Que hoy ando con el combo, los rompediscoteca'
Es que, bebé, tú ere' la neta, pero
Solo quiero que te decida' pa' irte a buscar (Pa' irte a buscar)
Un perreíto lento y adentro terminar
Solo falta que te decidas pa' irte a buscar (Pa' irte a buscar)
Un perreíto lento y adentro terminar
Dame lu', que no sé
Dame agua, que tengo sed
Quiero invertir lo que me gasté (Me gasté)
Con toa' las sustancia' son más de las tre' (Eh-eh)

Dime, ¿qué putas fue lo que me hiciste? (Oh, no)
Son las 6 a. m. y no puedo dormirme ya
Pero no he podido desde que te fuiste
¿Qué tú me hiciste?

Hey, ma, ¿cómo te saco de aquí? (¿Cómo te saco de aquí?)
Si llego a la disco y pienso en ti
Lo que hicimo' lo he querido borrar
Con otra, pero no sabe igual (No)
¿Pa' qué te voy a mentir? (Te voy a mentir)
Ando con culo', pero pienso en ti
Lo que hicimo' no lo quiero olvidar, lo quiero repetir, baby

Woh
Nos fuimo' 'e Fifty Eight pa' la playa
Pero nunca pensé que iba a ser el último día
Woh"
